PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40018490,Calculation of the Frailty Index and Precautions for Elderly Patients Undergoing Gastrointestinal Cancer Surgery.,2025 Jan,Sahin E; Sahin K; Ulutas ME; Turan Y; Güler SA; Simsek T; Cantürk NZ,,
40018103,Prevalence and factors associated with malnutrition on patients with cancer in Bangladesh: a cross-sectional study.,2024 Jun,Mohsin FM; Rahman MS; Shahjalal M,,
40018097,Protocol for a systematic review and meta-analysis on intention to screen for cervical cancer and predictors among women of reproductive age in Ethiopia.,2024 Jun,Lahole BK; Simon T; Ewunetu W; Kussia W,,
40018016,"The Value of Low-dose Multi-slice Computed Tomography protocol of the Chest at Mzuzu Central Hospital, Malawi.",2025 Feb,Huo W; Kondowe B; Nyirenda BK; Zhang H; Niu G; Shang J,,
40017682,"Trifluridine-tipiracil in previously treated patients with oestrogen receptor-positive, HER2-negative metastatic breast cancer (BOOG 2019-01 TIBET trial): a single-arm, multicentre, phase 2 trial.",2025 Feb,Guchelaar NAD; Mathijssen RHJ; de Boer M; van Bekkum ML; Heijns JB; Vriens BEPJ; van Rosmalen MM; Kessels LW; Hamming L; Beelen KJ; Nieboer P; van den Berg SM; Hoop EO; Bijlsma RM; Bos MEMM; Dutch Breast Cancer Research Group (BOOG),,
40017633,Research trends and hotspots evolution of artificial intelligence for cholangiocarcinoma over the past 10 years: a bibliometric analysis.,2024,Wang KX; Li YT; Yang SH; Li F,,
40017550,"Knowledge, attitudes, behaviors, and information needs of women vaccinated with the HPV vaccine regarding cervical cancer prevention: a cross-sectional study.",2025,Zhou X; Wu M; Zhou Y; Su F; He Y; Ding J; Xie L,,
40017529,Clinical characteristics and prognosis of ALL in children with CDKN2A/B gene deletion.,2025,Wang Y; Wu P; Mao X; Jiang N; Huang Y; Zhang L; Liu L; Tian X,,
40017512,Endoscopic features of gastric neuroendocrine tumors.,2025 Apr,Matsueda K; Uedo N; Kitamura M; Kanesaka T; Morita M; Shichijo S; Maekawa A; Takeuchi Y; Higashino K; Michida T; Ishihara R; Kawano S; Otsuka M,,
40017510,Endoscopic risk factors to inform early detection of gastric cancer after Helicobacter pylori eradication: Meta-analysis and systematic review.,2025 Apr,"Kodama M; Handa O; Sugimoto M; Kotachi T; Kobayashi M; Take S; Hoteya S; Mabe K; Murao T; Namikawa K; Kawai T; Murakami K; Research committee for the Establishment of Risk Evaluation of Gastric Cancer after H. pylori Eradication in Endoscopic Findings, The Japanese Society for Helicobacter Research, Japan",,
40017220,[Observational Study on the Diagnostic Efficacy of Metagenomic Next-Generation Sequencing for Bloodstream Infections Secondary to Hematologic Diseases in Children].,2025 Feb,Zheng JS; Ye ZL; Liu LL,,
40017192,[Correlation Analysis of Serum Complement Level and Prognosis in Diagnosis of Aggressive Non-Hodgkin Lymphoma].,2025 Feb,Ding BB; Li NN; Dong B; Li ZJ,,
40017185,[Analysis of Coagulation Changes and Influencing Factors during Treatment of Acute Promyelocytic Leukemia].,2025 Feb,Chen ZZ; Liu T; Guo HH; Ren WW; Wang K; Pang YX,,
40017180,[Efficacy and Safety of DCAG Regimen in Patients with Relapsed/Refractory Acute Myeloid Leukemia].,2025 Feb,Zhou HS; Li YQ; Wang YX; Hu YL; Min KL; Gao CJ; Liu DH; Gao XN,,
40017161,The prognosis impact of NACT-IDS and PDS in advanced ovarian cancer: a systematic review and meta-analysis.,2025 Feb 14,Xie Q; Cui M,,
40016795,What is the current state of anxiety and its related factors in Chinese patients undergoing colonoscopy? A cross-sectional study.,2025 Feb 27,Yue QQ; Feng GH; Peng T; Tang T; Sun YX; Meng XR; Huang LL; Zhao KH; Huang HL; Zeng Y,,
40016785,Predicting the efficacy of neoadjuvant chemotherapy in breast cancer patients based on ultrasound longitudinal temporal depth network fusion model.,2025 Feb 27,Feng X; Shi Y; Wu M; Cui G; Du Y; Yang J; Xu Y; Wang W; Liu F,,
40016772,"A novel stemness-related lncRNA signature predicts prognosis, immune infiltration and drug sensitivity of clear cell renal cell carcinoma.",2025 Feb 27,Liu J; Yao L; Yang Y; Ma J; You R; Yu Z; Du P,,
40016755,Total cardiolipin levels in gastric and colon cancer: evaluating the prognostic potential.,2025 Feb 27,Dimitrijevs P; Freiliba I; Pčolkins A; Leja M; Arsenyan P,,
40016739,Clinical comparative study of the modified superior mesenteric artery approach in total laparoscopic radical resection for right colon cancer - a single-center retrospective study.,2025 Feb 27,Xu L; Wang J; Peng Y; Wu C; Wang S; Zhang X; Liang C; Wan S; Yang C; Fu Q; Xia Y; Huang X; Xu L,,
40016735,Induction chemotherapy plus camrelizumab combined with concurrent chemoradiotherapy in locoregionally advanced nasopharyngeal carcinoma in non-endemic areas: a phase 2 clinical trial in North China.,2025 Feb 27,Wang Z; Sun Y; Wang Q; Chai Y; Sun J; Zhang X; Wang Q; Wang W; Wang P,,
40016715,Societal views on using risk-based innovations to inform cancer screening and referral policies: findings from three community juries.,2025 Feb 27,Dennison RA; Clune RJ; Tung J; John SD; Moorthie SA; Waller J; Usher-Smith JA,,
40016659,Operation sequence of bidirectional endoscopy with topical anesthesia affected colonoscopy performance: a randomized controlled trial.,2025 Feb 27,Wang Q; Sui Y; Gong J; Chen X,,
40016615,Gait Speed as a Measure of Frailty and Outcomes After Lung Resection.,2025 Feb 27,Singh A; Xie Y; Mazzola E; Wang S; McAllister M; Pezeshkian F; Cooper L; Frain LN; Wilder FG; Steimer D; Jaklitsch MT; DuMontier C,,
40016588,Early surgery is associated with improved postoperative visual outcomes in apoplectic pituitary neuroendocrine tumors with acute visual deterioration.,2025 Feb 28,Goyal-Honavar A; Konar S; Sadashiva N; Rao S; Shashidhar A; Prabhuraj AR; Srinivas D; Arivazhagan A; Rao MB; Saini J; Shukla D,,
40016555,Current use of percutaneous ablation in renal tumors: an analysis of the registry of the German Society for Interventional Radiology and Minimally Invasive Therapy.,2025 Mar,Schaarschmidt BM; Zensen S; Kesch C; Dertnig T; Opitz M; Drews M; Nadjiri J; Forsting M; Hadaschik BA; Haubold J,,
40016549,SFRP2 mediates Epstein-Barr virus and bladder cancer risk: a Mendelian randomization study and colocalization analysis.,2025 Feb 28,Li J; Yang B; Guo L; Huang W; Hu Q; Yan H; Du C; Tan R; Tang D,,
40016543,High risk surveillance MRI may not be necessary in BRCA1/2 mutation carriers over 70 years old.,2025 Feb 27,Botty van den Bruele A; Ren Y; Thomas SM; Ntowe KW; Rosenberger LH; Menendez C; Grimm LJ; Chiba A; Plichta JK,,
40016528,Prognostic value of [(68)Ga]Ga-FAPI-04 PET in patients with newly diagnosed gastric carcinoma.,2025 Feb 28,Qin C; Fu Y; Zhang X; Li M; Ruan W; Gai Y; Lan X,,
40016515,Self-efficacy for coping with cancer and quality of life in head and neck cancer patients: a cross-sectional study.,2025 Feb 27,Li S; Gao Z; Xu Y; Zhong X; Bai X,,
40016481,Trends in fertility preservation treatments in Japan until 2023: analysis of the Japan Oncofertility Registry.,2025 Feb 28,Kawai T; Harada M; Urata Y; Sanada Y; Kaneda Y; Takai Y; Osuga Y; Suzuki N,,
40016386,Menin inhibitor MI-503 exhibits potent anti-cancer activity in osteosarcoma.,2025 Feb 27,Tian S; Hao ZY; Xu DH; Wang XZ; Shi CC; Zhang Y,,
40016281,A retrospective study of radiotherapy combined with immunotherapy for patients with baseline brain metastases from non-small cell lung cancer.,2025 Feb 27,Lu R; Wang Z; Tian W; Shi W; Chu X; Zhou R,,
40015958,Implementation strategies of financial navigation and its effects on alleviating financial toxicity among cancer survivors: a systematic review.,2025 Feb 27,Feng Y; Su M; Sun X; Zhang J; Yao NA,,
40015934,Efficacy of adjunctive systemic or local antibiotic therapy in peri-implantitis: a systematic review and meta-analysis of randomized controlled clinical trials.,2024 Nov 7,Lu Y; Bao S; Luo H; Chen Q; Si M,,
40015706,[Clinical analysis of 9 cases of paraneoplastic pemphigus with oral damage].,2025 Feb 28,Jin JQ; Wang Q; Liu J; Tong P; Zhang YX,,
40015697,[Long-term prognostic implications of portal vein thrombosis in patients with hepatitis B-related cirrhosis].,2025 Feb 25,Jin KK; Han Y; Yan YJ; Lyu LN; Liu YN; He YL; Ding HG,,
40015604,Zinc Supplementation for Mitigating Oral Mucositis in Head and Neck Cancer Patients Undergoing Radiotherapy and Chemoradiotherapy - A Systematic Review.,2025 Feb 25,Agare GI; Chidike Ezeorba TP; Michael DC; Agbamu E; Aghoja OC; Alalor CA,,
40015559,A Radiologist's Guide to IDH-Wildtype Glioblastoma for Efficient Communication With Clinicians: Part II-Essential Information on Post-Treatment Imaging.,2025 Jan 10,Vollmuth P; Karschnia P; Sahm F; Park YW; Ahn SS; Jain R,,
40015500,A scientific case for revisiting the embryonic chicken model in biomedical research.,2025 Feb 25,McGrew MJ; Holmes T; Davey MG,,
40015292,"Efficacy and safety of sipavibart for prevention of COVID-19 in individuals who are immunocompromised (SUPERNOVA): a randomised, controlled, double-blind, phase 3 trial.",2025 Feb 24,Haidar G; Thomas S; Loubet P; Baker RI; Benfield T; Boonyaratanakornkit J; Kiertiburanakul S; Kim AHJ; Longbrake EE; Molina JM; Paredes R; Tucker D; Uriel A; Weinmann-Menke J; Aksyuk AA; Clegg LE; Currie A; Yang H; Flyrin K; Gibbs M; Shroff M; Perez JL; Chang LJ; Cohen TS; SUPERNOVA study group,,
40015212,Neoadjuvant chemoimmunotherapy brings superior quality of life of patients with locally advanced oral or oropharyngeal cancer: A propensity score-matched analysis.,2025 Mar,Wu WJ; An PG; Liu Q; Zhang ZQ; Hu X; Yao J; Zhang J,,
40015171,Prognostic value of preoperative serum C-reactive protein level for survival in mucinous appendix cancer treated with complete CRS/HIPEC.,2025 Feb 3,Nikiforchin A; Sardi A; King MC; Iugai S; Baron E; Lopez-Ramirez F; Kovalik V; Falla-Zuniga LF; Barakat P; Nieroda C; Gushchin V,,
40014955,Unravelling the mystique of recurrence: A comparative analysis of surgical approaches for early-stage endometrial cancer.,2025 Feb 24,Bhati P; Garg M; Vuppu DP; Nair AS; Sheejamol VS,,
40014944,Automated segmentation by SCA-UNet can be directly used for radiomics diagnosis of thymic epithelial tumors.,2025 Apr,Liu Q; Qu T; Xu X; Li X; Lin D; Liu H; Liu Q; Qi K; Fan J; Zhou L; Wang X,,
40014865,Fragmented Care and Guideline-Concordant Treatment in Locally Advanced Cervical Cancer.,2025 Feb 27,Mvemba A; Liang J; Swanson M; Yoshida E; Ueda S; Fuh K; Chen LM; Cham S,,
40014840,Clinical Characteristics of Toxicities of Immune Checkpoint Inhibitors and Their Impact on Efficacy in Solid Cancers: An Analysis of Real-World Data in Moroccan Patients.,2025 Feb,Batlamous B; Lkhoyaali S; Omri L; Nguema-Mipaka MG; Khalis M; Inrhaoun H; Naciri S; El Ghissassi I; Mrabti H; Boutayeb S; Errihani H,,
40014818,Treatment of vital teeth involved in the extension of inflammatory radicular cysts: a systematic review.,2024 Dec,Calabró DG; Portigliatti RP; Stolbizer F,,
40014801,Design and Staged Implementation of a Multidisciplinary Preoperative Anemia Clinic at a Tertiary Care Medical Center.,2025 Feb 27,Crispell EH; Cassianni CE; Burt JM; Gonzalez JA; Petsch JL; Hanson AC; Robbins KA; Go RS; Crestanello JA; Jacob AK; Kor DJ; Warner MA,,
40014477,Outcomes of Minimally Invasive Nephrectomy Following Immune-Checkpoint Inhibitor Therapy: A Multicenter Propensity Score-Matched Analysis.,2025 Feb 27,Ghoreifi A; Sheybaee Moghaddam F; Bronimann S; Gerald T; Helstrom EK; Deol ES; Sobhani S; Khene ZE; Gill IS; Thompson RH; Tachibana I; Khanna A; Lee R; Uzzo R; Margulis V; Singla N; Djaladat H,,
40014353,Selenium vs Control for Graves Ophthalmopathy in a Selenium-Sufficient Area: A Randomized Clinical Trial.,2025 Feb 27,Ahn HY; Lee MJ; Jung KY; Kim HJ; Jung EH; Chung CW; Kim K; Jang J; Park YJ; Lee JK; Cho SW,,
40014341,Sleep Trajectories and All-Cause Mortality Among Low-Income Adults.,2025 Feb 3,Full KM; Shi H; Lipworth L; Dauer LT; Mumma MT; Xiao Q,,
40014329,Academic Community Partnership in Acute Promyelocytic Leukemia and Early Mortality: The ECOG-ACRIN EA9131 Trial.,2025 Feb 27,Jillella AP; Lee SJ; Altman JK; Luger SM; Tallman MS; Foran JM; Bradshaw D; Law LY; Bryan LJ; Abou Zahr A; Begna KH; Perl AE; Vadakara JJL; Qamar R; Bergan RC; Fisch MJ; Carlos RC; Wagner LI; Kota VK; Litzow MR,,
40014272,The Role of Patient Education in Low Anterior Resection Syndrome: A Systematic Review.,2025 Feb 27,Tang P; Tovel R; Ong H; Proud D; Burgess A; Watson E; Chen WY; Lam D; Mohan H,,
40014262,Chlorogenic Acid Enhances Beta-Lapachone-Induced Cell Death by Suppressing Autophagy in NQO1-Positive Cancer Cells.,2025 Feb 27,Zada S; Bahar ME; Kim W; Kim DR,,
40014187,Impact of early tumor shrinkage and depth of response in patients with BRAF V600E-mutant metastatic colorectal cancer.,2025 Feb 27,Udagawa S; Osumi H; Ooki A; Shimozaki K; Wakatsuki T; Fukuoka S; Yoshino K; Tamba M; Ogura M; Chin K; Yamaguchi K; Shinozaki E,,
40014143,"15 years supporting adherence to oral anti-cancer treatment: use of the MASCC Oral Agent Teaching Tool (MOATT) worldwide, a review for the future.",2025 Feb 27,Kav S; Fleury M; Fernández-Ortega P; Manzullo EF; Kerr KA; DeGennaro R; Ginex PK,,
40014105,[Intravesical treatment of non-muscle-invasive bladder cancer].,2025 Mar,Bahlburg H; Noldus J; Roghmann F,,
40014072,Recommendations for reporting preclinical radiobiological studies in targeted radionuclide therapy.,2025 Feb 27,Mendes F; Terry SYA; Spiegelberg D; Cornelissen B; Bolcaen J; Nonnekens J; European Working group of Radiobiology of Molecular Radionuclide Therapy,,
40013921,Open abdomen versus primary closure in nontrauma patients: A weighted analysis of a single-center experience.,2025 Mar 1,Bunino FM; Zulian D; Famularo S; Persichetti GWL; Mauri G; Del Fabbro D,,
40013867,Host Plasma Microenvironment in Immunometabolically Impaired HIV Infection Leads to Dysregulated Monocyte Function and Synaptic Transmission Ex Vivo.,2025 Feb 27,Mikaeloff F; Gelpi M; Escós A; Wang T; Gupta S; Olofsson A; Akusjärvi SS; Schuster S; Naval P; Sood V; Nikouyan N; Knudsen AD; Vestad B; Høgh J; Hov JR; Benfield T; Trøseid M; Pawar V; Rucevic M; Benfeitas R; Végvári Á; O'Mahony L; Savai R; Björkström NK; Lourda M; de Magalhães JP; Weiss S; Mardinoglu A; Varshney MK; Karlsson AC; Syed YA; Nielsen SD; Neogi U,,
40013724,Durvalumab Monotherapy in Complex Advanced Hepatocellular Carcinoma: A Real-World Study of Patients Ineligible for Combination Immunotherapy.,2025 Mar,Miwa C; Ogasawara S; Yonemoto T; Yumita S; Okubo T; Nakagawa M; Koroki K; Inoue M; Kanogawa N; Nakamura M; Kondo T; Nakamoto S; Itokawa N; Atsukawa M; Itobayashi E; Kato N,,
40013650,Improved adherence to prostate cancer guidelines concomitant with public reporting. Nationwide population-based study.,2025 Feb 27,Orrason AW; Scilipoti P; Garmo H; Gedeborg R; Styrke J; Westerberg M,,
40013563,Updates to Microhematuria: AUA/SUFU Guideline (2025).,2025 Feb 27,Barocas DA; Lotan Y; Matulewicz RS; Raman JD; Westerman ME; Kirkby E; Pak LJ; Souter L,,
40013496,Normalcy of Swallowing in Head and Neck Cancer Patients Undergoing Particle Therapy Supported by Combined Swallowing Training and Feeding Management: A Randomised Controlled Trial.,2025 Feb 27,Zhang Y; Zhu Y; Zhang L; Wang Y; Xu W; Wan H,,
40013340,The Prognostic Value of Tumor-Associated Neutrophils in Colorectal Cancer: A Systematic Review and Meta-Analysis.,2025 Mar,Jiang M; Zhang R; Huang M; Yang J; Liu Q; Zhao Z; Ma Y; Zhao H; Zhang M,,
40013326,Towards Diagnostic Intelligent Systems in Leukemia Detection and Classification: A Systematic Review and Meta-analysis.,2025 Mar,Aria M; Javanmard Z; Pishdad D; Jannesari V; Keshvari M; Arastonejad M; Safdari R; Akbari ME,,
40013319,"An open-label, single-arm, multicenter, phase II trial of bireociclib as monotherapy for heavily pretreated HR-positive, HER2-negative advanced breast cancer patients: BRIGHT-1 trial.",2025 Feb 27,Wang J; Zhang Q; Sun T; Li H; Cheng Y; Tong Z; Li H; Li W; Wang J; Teng Y; Wu X; Cheng J; Chen Z; Zhu Z; Wang L; Liu M; Duan X; Xu L; Xu B,,
40013232,The impact of systemic sclerosis on women's health evaluated with an ad hoc-developed patient-reported questionnaire.,2025 Feb 24,Lazzaroni MG; Moschetti L; Pedretti E; Andreoli L; Ramazzotto F; Zatti S; Galetti I; Airò P; Tincani A; Franceschini F,,
40013200,Postoperative Surgical Site and Secondary Infections in Colorectal Cancer Patients With a History of SARS-CoV-2: A Retrospective Cohort Study.,2025 Jan,Jagdewsing DR; Fahmy NSC; Chen X; Keuzetien YK; Silva FA; Kang H; Xu Y; Al-Sharabi A; Jagdewsing SA; Jagdewsing SA,,
40013157,"Dietary intake of tomato and lycopene, blood levels of lycopene, and risk of total and specific cancers in adults: a systematic review and dose-response meta-analysis of prospective cohort studies.",2025,Balali A; Fathzadeh K; Askari G; Sadeghi O,,
40013152,Effectiveness and safety of PD-1/L1 inhibitors as first-line therapy for patients with advanced or metastatic urothelial carcinoma who are ineligible for platinum-based chemotherapy: a meta-analysis.,2025,Liang W; Wang Z; Huang Z; Huang Y; Li C; Liang Y; Huang M; Zhang D; Li C,,
40013134,Comprehensive analysis of publications concerning combinations of immunotherapy and targeted therapies for hepatocellular carcinoma: a bibliometric study.,2025,Gan B; Wu L; Zhou S; Chen Z; Wu F; Xu L; Chen Z; Ma H; He P; Fang D; Shi N,,
40013113,Perception of uncertainty concerning illness and coping styles among parents of children with central nervous system tumors: a correlation analysis.,2025,Lan B; Qinqin Z; Ying L; Zhihuan Z,,
40012969,"Diagnostic investigation, intervention, and outcome for post-subtotal gastrectomy patients who present with jaundice.",2025,Wang D; Zhu L; Kong F; Pan Y; Liu W; Wang X; Pan W; Cao J; Xu Q; Wu D,,
40012706,Investigating the role of immunotherapy for real-world patients with HER2-negative advanced gastric cancer between 2011 and 2023.,2025,Shimozaki K; Ooki A; Yoshino K; Tamba M; Udagawa S; Osumi H; Fukuoka S; Nakayama I; Wakatsuki T; Ogura M; Takahari D; Shinozaki E; Chin K; Yamaguchi K,,
40012571,Endoscopic and clinical characteristics of autoimmune atrophic gastritis: Retrospective study.,2025,Khalaf K; Fujiyoshi Y; Bechara R,,
40012070,Telehealth adoption in palliative care: a systematic review of patient barriers and facilitators.,2025 Feb 26,Kirby A; Griffin D; Heavin C; Drummond FJ; McGrath C; Kiely F,,
40012069,Spread through air spaces may predict early progression after salvage surgery for EGFR-mutant advanced lung adenocarcinoma treated with targeted therapy.,2025 Feb 26,Liu YW; Lai WA; Hung JY; Lee YL; Chiang HH; Lee JY; Li HP; Chou SH; Yang CJ,,
40012057,Fast-acting treatment of myasthenic crisis with efgartigimod from the perspective of the neonatal intensive care unit.,2025 Feb 26,Shi F; Lai R; Feng L; Zhou H; Sun X; Shen C; Feng J; Xu Z; Wang H; Feng H,,
40012043,Radiotherapy resistance driven by Asparagine endopeptidase through ATR pathway modulation in breast cancer.,2025 Feb 27,Morillo-Huesca M; G López-Cepero I; Conesa-Bakkali R; Tomé M; Watts C; Huertas P; Moreno-Bueno G; Durán RV; Martínez-Fábregas J,,
40012035,"Protocol of the SOCFC project: a longitudinal cohort study of ovarian cancer patients, high-risk populations, and healthy controls to identify factors and biomarkers associated with disease diagnosis and prognosis.",2025 Feb 26,Shi W; Zhang Y; Cheng S; Zhao Y; Li N; Li Y; Yang Y; Ding H; Li Z; Wang Y,,
40011960,To accurately predict lymph node metastasis in patients with mass-forming intrahepatic cholangiocarcinoma by using CT radiomics features of tumor habitat subregions.,2025 Feb 26,Chen P; Yang Z; Ning P; Yuan H; Qi Z; Li Q; Meng B; Zhang X; Yu H,,
40011914,Comprehensive genetic variant analysis reveals combination of KRAS and LRP1B as a predictive biomarker of response to immunotherapy in patients with non-small cell lung cancer.,2025 Feb 27,Eklund EA; Svensson J; Näslund LS; Yhr M; Sayin SI; Wiel C; Akyürek LM; Torstensson P; Sayin VI; Hallqvist A; Raghavan S; Rohlin A,,
40011850,Prescription of essential medication during the final hospitalization of patients with heart failure or cancer.,2025 Feb 26,González-Jaramillo V; Hagemann M; Hunziker L; Maessen M; Eychmüller S,,
40011817,Establishment of a predictive nomogram for breast cancer lympho-vascular invasion based on radiomics obtained from digital breast tomography and clinical imaging features.,2025 Feb 26,Liang G; Zhang S; Zheng Y; Chen W; Liang Y; Dong Y; Li L; Li J; Yang C; Jiang Z; He S,,
40011800,Inflammatory biomarker correlations and prognosis in high-risk gastrointestinal stromal tumor patients: a multicenter retrospective analysis.,2025 Feb 26,Wang T; Qi L; Zhao Y; Ma X; Li T,,
40011690,Psychometric evaluation of the Chinese version of the Patient Self-Advocacy Scale using classical test theory and item response theory.,2025 Feb 26,Cui J; Wang J; Yue A; Cao J; Zhang Z; Shi B,,
40011576,Cancer-associated fibroblasts promote EGFR-TKI resistance via the CTHRC1/glycolysis/H3K18la positive feedback loop.,2025 Feb 26,Zhang C; Zhou W; Xu H; Xu J; Li J; Liu X; Lu X; Dai J; Jiang Y; Wang W; Zhang E; Guo R,,
40011414,Applied theory of planned behavior to explore associated factor of physical activity level among Chinese childhood cancer survivors.,2025 Feb 26,Xu F; Weng Y; Lv D; Zheng H; Xiong J; Zhang L; Lu F; Guo X; Cai W; Wang Q; Li Y; Zeng M; Yuan X; Yi M; Jin L; Mao J; Xu X; Shen Z; Zhang S; Li K; Chen X; Gao Q; Lu X; Fang T; Liu Y; Li L; Wang B; Zhou R; Gu R; Yang M; Zhang M; Miao B; Gao J; Wang J; Wang H,,
40011378,A multicenter prospective observational study for health assessment questionnaires EQ-5D-5L and G8 in unresectable advanced pancreatic cancer treated with first-line gemcitabine plus nab-paclitaxel therapy.,2025 Feb 27,Hino K; Nishina T; Koizumi M; Marui K; Kokubu M; Numata Y; Imamura Y; Kanemitsu-Okada K; Otsuru T; Kuroda T; Ohno Y; Asagi A; Miyata H; Yokota T; Kumagi T; Hyodo I; Ikeda Y; Hiasa Y,,
40011377,Safety and Effectiveness of Brigatinib in Anaplastic Lymphoma Kinase (ALK) Positive Metastatic Non-Small Cell Lung Cancer (NSCLC) in Argentina: A Post-Marketing Surveillance Study.,2025 Feb 26,Martin C; Malcervelli GI; Martinengo GL; Levit P; Servienti P; Malaver E; Brion L; Patronella V; Zumárraga A; Zarba J,,
40011330,Comparison of postoperative pain between robotic and uniportal video-assisted thoracic surgery for anatomic lung resection in patients with stage I lung cancer.,2025 Feb 26,Tokuishi K; Wakahara JI; Ueda Y; Miyahara S; Nakashima H; Masuda Y; Waseda R; Shiraishi T; Sato T,,
40011278,Splanchnic neurolysis for severe cancer pain caused by abdominal paraaortic lymph node metastasis.,2025 Feb 26,Sato T; Sato T; Kamo Y; Tanaka R,,
40011272,Clinicopathological characteristics and prognostic significance of HER2 status evaluation in patients with urothelial carcinoma: a retrospective single-center experience in China.,2025 Feb 26,Yang M; Yao Y; Wang K; Qi L; Yang B; Khudadad M; Guo Y; Wang Y; Liu Y; Li L; Cao L; Huang Q; Guo Q; Li Q; Yao X; Wang C; Cao W,,
40011234,Health-related quality-of-life outcomes in CNS WHO grade 2 and 3 meningioma: a systematic review.,2025 Feb 27,Cook WH; Khalil F; Gillespie CS; Helmy AE,,
40011188,'I feel like the final missing piece of the puzzle': Examination of pediatric oncology nurses' experiences regarding healing care environment.,2025 Feb 25,Gürcan M; Kumbul E; Erkul M; Atay Turan S,,
40011184,Characterization of metabolic and imaging profiles in the diagnosis of succinate dehydrogenase- related hereditary pheochromocytomas and paragangliomas.,2025 Feb 25,Hsueh JY; Mendhiratta N; Solomon J; Miller M; Ryan B; Ricketts CJ; Vocke CD; Crooks DR; Schmidt LS; Merino M; Malayeri AA; Linehan WM; Ball MW,,
40011135,Plasma IL-1β Concentration Associates with Sleep Quality and Cognitive Functions in Men with Prostate Cancer.,2025 Feb 25,Mafla-España MA; Vitale E; Torregrosa MD; Cauli O,,
40010969,Prolonged Viral Shedding of SARS-CoV-2 in Patients With Underlying Haemato-oncological Disease.,2025 Mar-Apr,Angleitner AC; Levien L; Büntzel J,,
40010799,[Application of pedicle or perforator flaps transfer in the stage Ⅰ tissue defect repair after vulvar cancer surgery].,2025 Feb 25,Chen YF; Bai P; Zhao YQ; Cong LN; Li N; Zuo J; Zhang GY; Sun YC; Li SM; Li Q,,
40010760,Timing of nodal metastasis in patients with eyelid sebaceous carcinoma and implications for surveillance and survival.,2025 Feb 25,Lu T; Anthony C; Jiang X; Ning J; Goepfert R; Esmaeli B,,
40010692,Dietary patterns and colorectal cancer risk: Global Cancer Update Programme (CUP Global) systematic literature review.,2025 Feb 25,Chu AH; Lin K; Croker H; Kefyalew S; Becerra-Tomás N; Dossus L; González-Gil EM; Ahmadi N; Park Y; Krebs J; Weijenberg MP; Baskin ML; Copson E; Lewis SJ; Seidell JC; Chowdhury R; Hill L; Chan DS; Lee DH; Giovannucci EL,,
40010637,Analysis of U.S. Radiation Oncology Residency Program Websites: A Call for Further Improvements.,2025 Feb 24,Lee DJ; Cerbon D; Takita C; Mahal BA,,
40010536,Artificial Intelligence for Osteoporosis Detection on Panoramic Radiography: A Systematic Review and Meta Analysis.,2025 Feb 24,Ghasemi N; Rokhshad R; Zare Q; Shobeiri P; Schwendicke F,,
40010369,"In-hospital outcomes and 6-month follow-up results of patients supported with extracorporeal membrane oxygenation for COVID-19 from the second wave to the end of the pandemic (EuroECMO-COVID): a prospective, international, multicentre, observational study.",2025 Feb 21,De Piero ME; Mariani S; van Bussel BCT; Jarczak D; Krenner N; de la Sota EP; Silva PE; Roemmer M; Kowalewski M; Carelli S; Broman LM; Vuylsteke A; Fortuna P; Alessandri F; Martucci G; Patel BV; Lotz G; Boeken U; Maier S; Filip B; Meyns B; Haenggi M; Puss S; Schellongowski P; Kirali K; Bolotin G; Barrett N; Riera J; Mueller T; Belohlavek J; Lorusso R; EuroECMO-COVID Study Group,,
40010041,Buprenorphine adherence among a prospective cohort of homeless-experienced adults with opioid use disorder.,2025 May 1,Fine DR; Critchley N; Hart K; Regan S; Sporn N; Gaeta J; Wright J; Kruse G; Baggett TP,,
40010010,Extreme surgery using the hypothermic perfusion technique for conventionally unresectable abdominal malignant tumours: A systematic review and meta-analysis.,2025 Feb 11,Li L; Hirukawa K; Morinaga J; Goto T; Isono K; Honda M; Sugawara Y; Hibi T,,
40009959,Prognostic power of radiomics in head and neck cancers: Insights from a meta-analysis.,2025 Apr,Wang TW; Wang CK; Hong JS; Lin YH; Wang SY; Lu CF; Wu YT,,
40009955,Factors influencing smoking cessation in Lebanese patients with bladder cancer: A cross sectional study.,2025 Feb 17,Horkoss G; Khoury JE; Halabi R; Kanbar A; Assaf S; Mina A; Breidi SE; Dabal C; Hachem CE; Abdessater M; Saad R; Kassis A; Khoury RE,,
40009934,"Clinicopathological characteristics, long-term prognosis and follow-up recommendations of primary and secondary cutaneous angiosarcoma: A Danish nationwide population-based cohort study.",2025 Feb 12,Abebe K; Wulff I; Thorsen KV; Wagenblast AL; Schmidt G; Jensen DH; Holm CE; Petersen MM; Loya AC; Mentzel T; Herly M; Ørholt M; Vester-Glowinski P,,
40009916,Impact of disparity between imaging and pathological tumor size on cancer-specific prognosis among patients with hepatocellular carcinoma.,2025 Feb 10,Akabane M; Kawashima J; Altaf A; Woldesenbet S; Cauchy F; Aucejo F; Popescu I; Kitago M; Martel G; Ratti F; Aldrighetti L; Poultsides GA; Imaoka Y; Ruzzenente A; Endo I; Gleisner A; Marques HP; Lam V; Hugh T; Bhimani N; Shen F; Pawlik TM,,
